MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
15024510,S,7/7/2015 0:00,RESI,1391 Green Elm,Unincorporated,St Louis,349,5,182500,4,2 (1 1),1480,0.2,45,CBG 24,2,1,1,-,1391 GREEN ELM,,ST LOUIS,MO,,-,
15031005,S,10/8/2015 0:00,RESI,1839 Dunnideer Dr,Unincorporated,Unincorporated,31,113,42500,3,3 (1 2),1323,0.18,57,EQTY01,3,1,2,-,1839 DUNNIDEER DR,,UNINCORPORATD,MO,,-,
15052061,S,10/22/2015 0:00,RESI,1398 Brenthaven Lane,Florissant,Unincorporated,47,15,48500,3,2 (2 0),1025,0.18,52,NHOM01,2,2,0,-,1398 BRENTHAVEN LN,,UNINCORPORATD,MO,,-,
15046949,S,12/23/2015 0:00,RESI,12021 Cato Dr,Unincorporated,St Louis,47,137,55000,3,3 (2 1),1318,0.18,52,UNTD,3,2,1,-,12021 CATO DR,,ST LOUIS,MO,63033,-,6905
15052001,S,11/17/2015 0:00,RESI,149 Jost Manor Dr,Unincorporated,Unincorporated,47,29,164175,3,2 (2 0),1456,0.17,11,RXGT01,2,2,0,-,149 JOST MANOR DR,,UNINCORPORATD,MO,63034,-,2268
15059124,S,10/20/2015 0:00,RESI,5414 Misty Hollow Ct,Unincorporated,St Louis,47,0,167500,3,2 (2 0),1556,0,0,CNRE01,2,2,0,-,5414 MISTY HOLLOW CT,,ST LOUIS,MO,,-,
14050645,S,12/17/2015 0:00,RESI,3925 Affirmed Dr,Unincorporated,Unincorporated,47,285,170000,4,4 (2 2),2454,0.25,27,RXSB01,4,2,2,-,3925 AFFIRMED DR,,UNINCORPORATD,MO,63034,-,3415
15032390,S,11/25/2015 0:00,RESI,4150 Banks Rd,Bridgeton,Bridgeton,76,92,157000,3,2 (2 0),1329,0.43,64,LDMK,2,2,0,-,4150 BANKS RD,,BRIDGETON,MO,,-,
15044517,S,10/9/2015 0:00,RESI,1126 Dunston Dr,Unincorporated,Unincorporated,76,42,215000,4,4 (3 1),2889,0.21,30,MEYR01,4,3,1,-,1126 DUNSTON DR,,UNINCORPORATD,MO,,-,
15045451,S,10/21/2015 0:00,RESI,3248 Lucas Hunt Rd,Velda Village Hills,Normandy,106,28,60000,3,2 (2 0),1453,0.14,86,UNTD,2,2,0,-,3248 LUCAS HUNT RD,,NORMANDY,MO,,-,
15040136,S,12/30/2015 0:00,RESI,6330 Washington Ave,University City,St Louis,136,127,570000,6,5 (3 2),3184,0.18,117,BHAL02,5,3,2,-,6330 WASHINGTON AVE,,ST LOUIS,MO,63134,-,1724
15009213,S,10/23/2015 0:00,RESI,11632 Clayton Rd,Town And Country,Town and Country,151,54,475000,3,2 (2 0),2580,1,46,CBG 15,2,2,0,-,11632 CLAYTON RD,,TWN AND CNTRY,MO,63131,-,2506
15047500,S,10/19/2015 0:00,RESI,2700 Bopp Rd,Town And Country,Town and Country,151,0,485000,3,2 (2 0),2129,1,63,MCAR03,2,2,0,-,2700 BOPP RD,,TWN AND CNTRY,MO,,-,
15047281,S,11/12/2015 0:00,RESI,2187 Butterfield Court,Maryland Heights,St Louis,166,34,209000,3,2 (2 0),1424,0.21,45,KWRC01,2,2,0,-,2187 BUTTERFIELD CT,,ST LOUIS,MO,,-,
15043455,S,10/14/2015 0:00,RESI,11908 Villa Dorado Dr,Unincorporated,Unincorporated,166,137,229500,4,2 (2 0),1944,0.3,50,CBG 24,2,2,0,-,11908 VILLA DORADO DR,,UNINCORPORATD,MO,,-,
15048412,S,10/30/2015 0:00,RESI,12792 Highstone Dr,Unincorporated,Unincorporated,166,36,272000,3,3 (3 0),1781,0.22,41,WCLK01,3,3,0,-,12792 HIGHSTONE DR,,UNINCORPORATD,MO,,-,
15043415,S,12/16/2015 0:00,RESI,1579 Terra Vista Ct,Chesterfield,Chesterfield,167,81,350000,3,3 (3 0),1682,0.17,11,MCL 01,3,3,0,-,1579 TERRA VISTA CT,,CHESTERFIELD,MO,,-,
15053348,S,12/16/2015 0:00,RESI,125 Pebble Acres Ct,Town And Country,Town and Country,167,17,420000,4,4 (3 1),2789,1.52,53,CBG 11,4,3,1,-,125 PEBBLE ACRES CT,,TWN AND CNTRY,MO,,-,
15053404,S,11/23/2015 0:00,RESI,363 Babler Rd,Town And Country,Town and Country,167,17,590000,3,5 (3 2),4941,1.8,57,DIEL01,5,3,2,-,363 BABLER RD,,TWN AND CNTRY,MO,,-,
15046842,S,11/25/2015 0:00,RESI,898 Amersham Dr,Town And Country,Town and Country,168,48,417000,4,4 (3 1),3216,1.17,40,RDKY02,4,3,1,-,898 AMERSHAM DR,,TWN AND CNTRY,MO,,-,
15051154,S,11/6/2015 0:00,RESI,3051 Thornbury Dr,Town And Country,Town and Country,168,382,744900,6,6 (5 1),4192,1.01,49,DIEL01,6,5,1,-,3051 THORNBURY DR,,TWN AND CNTRY,MO,63131,-,2532
15031705,S,12/15/2015 0:00,RESI,3 Old Colony Lane,Town And Country,Town and Country,168,139,750000,4,3 (2 1),3094,2.49,78,CBG 24,3,2,1,-,3 OLD COLONY LN,,TWN AND CNTRY,MO,63131,-,1509
15027752,S,10/9/2015 0:00,RESI,2104 North Ballas,Town And Country,Town and Country,168,87,765000,6,6 (5 1),4852,0.99,62,MCAR03,6,5,1,-,2104 N BALLAS,,TWN AND CNTRY,MO,,-,
15040657,S,12/9/2015 0:00,RESI,12334 Carberry Place,Town And Country,Town and Country,168,129,815000,6,5 (4 1),3476,1.18,45,CBG 24,5,4,1,-,12334 CARBERRY PL,,TWN AND CNTRY,MO,63131,-,3009
15049499,S,11/18/2015 0:00,RESI,13215 Thornfield Lane,Town And Country,Town and Country,168,64,850000,4,5 (4 1),3584,1.04,27,MANN01,5,4,1,-,13215 THORNFIELD LN,,TWN AND CNTRY,MO,,-,
15028089,S,10/20/2015 0:00,RESI,13597 Royal Glen Dr,Town And Country,Town and Country,168,24,929000,4,6 (3 3),3419,1.01,46,MCFE01,6,3,3,-,13597 ROYAL GLEN DR,,TWN AND CNTRY,MO,,-,
16000459,S,10/29/2015 0:00,RESI,1864 Woodmark Rd,Town And Country,Town and Country,168,0,940000,4,6 (4 2),3788,1,50,CBG 11,6,4,2,-,1864 WOODMARK RD,,TWN AND CNTRY,MO,63131,-,1523
15036622,S,10/29/2015 0:00,RESI,12889 Thornhill Ct,Town And Country,Town and Country,168,36,1218378,4,6 (4 2),5002,1.04,15,CBG 11,6,4,2,-,12889 THORNHILL CT,,TWN AND CNTRY,MO,63131,-,1885
15048635,S,10/5/2015 0:00,RESI,12008 Wiltshire Place Ct,Town And Country,Town and Country,168,7,1479000,6,5 (4 1),5055,1.97,32,MANN01,5,4,1,-,12008 WILTSHIRE PLACE CT,,TWN AND CNTRY,MO,63131,-,3138
15036545,S,10/14/2015 0:00,RESI,2841 Barrett Station Rd,Unincorporated,St Louis,169,58,165000,2,1 (1 0),1194,0.93,71,HOPR,1,1,0,-,2841 BARRETT STATION RD,,ST LOUIS,MO,63021,-,5815
15036989,S,10/22/2015 0:00,RESI,824 White Picket Lane,Unincorporated,Unincorporated,169,61,166500,2,2 (2 0),884,0.14,32,RXSB01,2,2,0,-,824 WHITE PICKET LN,,UNINCORPORATD,MO,,-,
15028227,S,10/23/2015 0:00,RESI,417 & 419 Gill Ave,Kirkwood,St Louis,196,127,535000,4,3 (2 1),2431,0.49,76,RMXR04,3,2,1,-,417 & 419 GILL AVE,,ST LOUIS,MO,,-,
15053909,S,11/30/2015 0:00,RESI,600 Boenecke Ct,Unincorporated,Unincorporated,286,3,102000,2,1 (1 0),985,0.18,77,WREN02,1,1,0,-,600 BOENECKE CT,,UNINCORPORATD,MO,,-,
15058848,S,12/16/2015 0:00,RESI,13740 Hagemann Crossing Ct,Unincorporated,Unincorporated,331,13,255000,3,3 (2 1),2494,0.23,30,SLHB01,3,2,1,-,13740 HAGEMANN CROSSING CT,,UNINCORPORATD,MO,,-,
15029407,S,12/21/2015 0:00,RESI,13309 Bahnfyre Dr,Unincorporated,Unincorporated,331,151,360000,4,5 (3 2),3011,0.32,28,RMXP01,5,3,2,-,13309 BAHNFYRE DR,,UNINCORPORATD,MO,,-,
15021301,S,10/9/2015 0:00,RESI,3022 Summerfield Manor,Unincorporated,Unincorporated,332,129,234000,3,2 (2 0),1796,0.23,29,MCFE01,2,2,0,-,3022 SUMMERFIELD MNR,,UNINCORPORATD,MO,,-,
15054990,S,12/4/2015 0:00,RESI,1556 Clayton Woods,Wildwood,St Louis,347,5,382000,5,4 (3 1),2896,0.24,27,EXSL02,4,3,1,-,1556 CLAYTON WOODS,,ST LOUIS,MO,,-,
15054835,S,11/10/2015 0:00,RESI,1411 Legacy Cir,Unincorporated,St Louis,349,8,421900,4,3 (2 1),2697,0.2,13,MADA01,3,2,1,-,1411 LEGACY CIR,,ST LOUIS,MO,63026,-,2375
15064624,S,2/8/2016 0:00,RESI,955 Coal Bank Rd,Unincorporated,Unincorporated,46,27,145000,3,4 (2 2),2307,0.88,29,EDGE01,4,2,2,-,955 COAL BANK RD,,UNINCORPORATD,MO,,-,
15056378,S,3/28/2016 0:00,RESI,15060 Old Jamestown Rd,Unincorporated,St Louis,47,160,75000,2,1 (1 0),1042,5,91,MADA01,1,1,0,-,15060 OLD JAMESTOWN RD,,ST LOUIS,MO,,-,
15062696,S,3/24/2016 0:00,RESI,3081 Willow Creek Estates Dr,Florissant,St Louis,47,100,127000,4,3 (2 1),1840,0.19,31,RERR01,3,2,1,-,3081 WILLOW CREEK ESTATES DR,,ST LOUIS,MO,63031,-,1667
15057808,S,3/8/2016 0:00,RESI,345 Behlmann Meadows Way,Unincorporated,Unincorporated,47,121,147500,4,3 (2 1),1890,0.12,13,BHSP04,3,2,1,-,345 BEHLMANN MEADOWS WAY,,UNINCORPORATD,MO,63034,-,2868
15042136,S,3/11/2016 0:00,RESI,2190 Chatelaine Dr,Hazelwood,Hazelwood,48,187,118000,3,3 (3 0),1208,0.27,45,BHSP02,3,3,0,-,2190 CHATELAINE DR,,HAZELWOOD,MO,63031,-,7622
15058847,S,3/16/2016 0:00,RESI,2987 Joyce Ct,Maryland Heights,St Louis,76,192,128500,3,2 (1 1),900,0.17,53,MANN01,2,1,1,-,2987 JOYCE CT,,ST LOUIS,MO,,-,
15043695,S,1/19/2016 0:00,RESI,15 Meadow Lake Dr,Unincorporated,Unincorporated,76,90,158900,3,3 (3 0),1513,0.34,58,SLVN,3,3,0,-,15 MEADOW LAKE DR,,UNINCORPORATD,MO,,-,
15054243,S,1/8/2016 0:00,RESI,4014 Sims Ave,St. Ann,St Louis,91,72,66000,3,1 (1 0),908,0.37,67,CBG 15,1,1,0,-,4014 SIMS AVE,,ST LOUIS,MO,,-,
16023204,S,3/24/2016 0:00,RESI,4 Nassau,Ladue,St Louis,151,0,565000,3,4 (3 1),2024,0.24,68,TMLR01,4,3,1,-,4 NASSAU,,ST LOUIS,MO,,-,
15055028,S,1/29/2016 0:00,RESI,12082 Foxpoint Dr,Maryland Heights,St Louis,166,129,173900,3,2 (2 0),1134,0.21,44,STLB01,2,2,0,-,12082 FOXPOINT DR,,ST LOUIS,MO,,-,
15053911,S,1/27/2016 0:00,RESI,12266 Ravelle Dr,Unincorporated,Unincorporated,166,3,279900,4,3 (2 1),1692,0.26,52,WREN02,3,2,1,-,12266 RAVELLE DR,,UNINCORPORATD,MO,,-,
15059995,S,2/26/2016 0:00,RESI,206 Pebble Acres Dr,Town And Country,Town and Country,167,21,440000,4,3 (3 0),2400,0.69,55,RXSB01,3,3,0,-,206 PEBBLE ACRES DR,,TWN AND CNTRY,MO,,-,
16012203,S,3/15/2016 0:00,RESI,13494 Ladue Farm Rd,Chesterfield,Chesterfield,167,0,655000,4,4 (3 1),3321,0.67,36,CBG 11,4,3,1,-,13494 LADUE FARM RD,,CHESTERFIELD,MO,,-,
15039505,S,2/25/2016 0:00,RESI,1047 Terracewood Cir,Unincorporated,Unincorporated,168,180,236500,4,2 (2 0),1741,0.24,47,CBG 11,2,2,0,-,1047 TERRACEWOOD CIR,,UNINCORPORATD,MO,,-,
15059561,S,1/28/2016 0:00,RESI,1566 Mason Valley Rd,Town And Country,Town and Country,168,53,410000,3,3 (3 0),2636,0.55,45,BHAL02,3,3,0,-,1566 MASON VALLEY RD,,TWN AND CNTRY,MO,63131,-,1227
16001211,S,3/2/2016 0:00,RESI,12 Williamsburg Estates Dr,Town And Country,Town and Country,168,11,500000,3,3 (2 1),2704,1.15,53,CBG 11,3,2,1,-,12 WILLIAMSBURG ESTATES DR,,TWN AND CNTRY,MO,63131,-,1017
15042381,S,1/7/2016 0:00,RESI,2 Rutherford Lane,Town And Country,Town and Country,168,112,554000,3,4 (4 0),2740,1,63,RXSB01,4,4,0,-,2 RUTHERFORD LN,,TWN AND CNTRY,MO,,-,
15055387,S,1/8/2016 0:00,RESI,12929 Topping Estates Dr,Town And Country,Town and Country,168,40,562500,4,6 (4 2),4419,1,0,CBG 11,6,4,2,-,12929 TOPPING ESTATES DR,,TWN AND CNTRY,MO,63131,-,1302
15045514,S,2/5/2016 0:00,RESI,10 Vanessa Dr,Town And Country,Town and Country,168,118,728725,4,5 (4 1),3983,0.94,31,CBG 11,5,4,1,-,10 VANESSA DR,,TWN AND CNTRY,MO,63131,-,1054
15022126,S,3/16/2016 0:00,RESI,13517 Weston Park,Town And Country,Town and Country,168,259,875000,4,6 (4 2),4545,1.02,31,MCFE01,6,4,2,-,13517 WESTON PARK,,TWN AND CNTRY,MO,,-,
15003379,S,2/26/2016 0:00,RESI,12865 Thornhill Ct,Town And Country,Town and Country,168,355,990000,6,8 (5 3),5424,1.13,21,CBPR01,8,5,3,-,12865 THORNHILL CT,,TWN AND CNTRY,MO,63131,-,1885
15039084,S,3/24/2016 0:00,RESI,13049 Fairfield Oaks Rd,Town And Country,Town and Country,168,438,1150000,6,8 (6 2),5723,1.06,34,MCAR03,8,6,2,-,13049 FAIRFIELD OAKS RD,,TWN AND CNTRY,MO,,-,
15067669,S,3/11/2016 0:00,RESI,1107 DOUGHERTY LAKE ESTATES Dr,Valley Park,Valley Park,169,44,225000,3,3 (2 1),2051,0.22,23,RLXG01,3,2,1,-,1107 DOUGHERTY LAKE ESTATES DR,,VALLEY PARK,MO,63122,-,4932
15066420,S,2/22/2016 0:00,RESI,2804 Barrett Oaks,Des Peres,Des Peres,169,30,305000,3,3 (3 0),1633,0.18,25,CJJO01,3,3,0,-,2804 BARRETT OAKS,,DES PERES,MO,,-,
16005413,S,3/31/2016 0:00,RESI,2463 Barrett Heights,Des Peres,Des Peres,169,120,324500,5,4 (3 1),1880,0.18,22,BHAD01,4,3,1,-,2463 BARRETT HTS,,DES PERES,MO,,-,
15063425,S,2/26/2016 0:00,RESI,10421 Meath Dr,Unincorporated,Unincorporated,316,65,167000,2,3 (3 0),1269,0.18,59,BHSP09,3,3,0,-,10421 MEATH DR,,UNINCORPORATD,MO,63123,-,5055
15066175,S,2/11/2016 0:00,RESI,9500 Fantasy Lane,Unincorporated,Unincorporated,316,11,209500,3,3 (3 0),1065,0.28,54,JCBS01,3,3,0,-,9500 FANTASY LN,,UNINCORPORATD,MO,,-,
16002309,S,2/4/2016 0:00,RESI,11050 Torigney Dr,Unincorporated,Unincorporated,316,2,209900,3,2 (2 0),1160,0.17,56,JONA01,2,2,0,-,11050 TORIGNEY DR,,UNINCORPORATD,MO,,-,
16009522,S,3/31/2016 0:00,RESI,3239 Milissa Lane,Unincorporated,Unincorporated,331,1,134000,3,2 (1 1),1204,0.32,57,WREN02,2,1,1,-,3239 MILISSA LN,,UNINCORPORATD,MO,,-,
15012151,S,1/4/2016 0:00,RESI,370 Forder,Unincorporated,Unincorporated,331,235,205000,2,3 (1 2),1392,0.5,68,BHAD01,3,1,2,-,370 FORDER,,UNINCORPORATD,MO,,-,
15034003,S,1/8/2016 0:00,RESI,586 Monroe Mill Drive,Ballwin,St Louis,348,80,250000,3,3 (3 0),1876,0.26,41,MCCR01,3,3,0,-,586 MONROE MILL DR,,ST LOUIS,MO,63011,-,3318
15009078,S,1/8/2016 0:00,RESI,1086 Bridleridge Crossing Spur,Unincorporated,St Louis,349,271,532000,3,3 (2 1),2866,0.42,0,BHSP04,3,2,1,-,1086 BRIDLERIDGE CROSSING SPUR,,ST LOUIS,MO,,-,
15067787,S,6/30/2016 0:00,RESI,9327 2722 Melanie Dr,Bellefontaine Neighbors,St Louis,31,150,37000,2,1 (1 0),999,0.14,64,ALIR01,1,1,0,-,9327 2722 MELANIE DR,,ST LOUIS,MO,,-,
15051286,S,5/18/2016 0:00,RESI,12534 Hillview Dr,Unincorporated,Unincorporated,46,38,50000,5,3 (2 1),2356,0.86,70,MEYR01,3,2,1,-,12534 HILLVIEW DR,,UNINCORPORATD,MO,,-,
15065474,S,4/12/2016 0:00,RESI,11306 Larimore Rd,Unincorporated,Unincorporated,46,83,50600,4,2 (2 0),2564,0.45,108,RXGT01,2,2,0,-,11306 LARIMORE RD,,UNINCORPORATD,MO,,-,
15068144,S,4/25/2016 0:00,RESI,1491 Surfwood Dr,Unincorporated,St Louis,47,120,99000,3,2 (2 0),1197,0.26,51,AMJO01,2,2,0,-,1491 SURFWOOD DR,,ST LOUIS,MO,63031,-,2531
16008808,S,4/8/2016 0:00,RESI,3605 Visson Ct.,Unincorporated,Unincorporated,47,7,139900,3,3 (0 3),1493,0.25,27,CBPR01,3,0,3,-,3605 VISSON CT,,UNINCORPORATD,MO,,-,
15068448,S,4/21/2016 0:00,RESI,1235 Flicker,Florissant,St Louis,48,87,30000,3,2 (2 0),1320,0.17,56,RLXG01,2,2,0,-,1235 FLICKER,,ST LOUIS,MO,,-,
15066897,S,6/2/2016 0:00,RESI,125 Riverwood Estates,Hazelwood,Hazelwood,48,91,205000,4,3 (2 1),2276,0.32,31,CBG 12,3,2,1,-,125 RIVERWOOD ESTS,,HAZELWOOD,MO,,-,
15057713,S,4/28/2016 0:00,RESI,11 Contessa Ct,Hazelwood,Hazelwood,48,112,210000,3,2 (2 0),1890,0.38,29,BHSP05,2,2,0,-,11 CONTESSA CT,,HAZELWOOD,MO,63031,-,8616
16001839,S,4/15/2016 0:00,RESI,8401 Jacklin Ave,Berkeley,Berkeley,63,82,26000,3,2 (2 0),1040,0.15,53,BHR 01,2,2,0,-,8401 JACKLIN AVE,,BERKELEY,MO,63042,-,3217
16026954,S,6/15/2016 0:00,RESI,3250 CHURCHILL Dr,Unincorporated,Unincorporated,64,13,75000,3,2 (2 0),1635,0.77,52,RMST01,2,2,0,-,3250 CHURCHILL DR,,UNINCORPORATD,MO,63033,-,1510
16025467,S,6/24/2016 0:00,RESI,2482 Bonniebrook Dr,Maryland Heights,St Louis,76,15,124000,3,2 (1 1),952,0.16,58,RMXR01,2,1,1,-,2482 BONNIEBROOK DR,,ST LOUIS,MO,,-,
16016810,S,4/25/2016 0:00,RESI,4 Green Garden,Unincorporated,St Louis,76,7,185000,3,2 (2 0),1700,0.46,57,BISR01,2,2,0,-,4 GREEN GDN,,ST LOUIS,MO,,-,
16011968,S,6/16/2016 0:00,RESI,10 Beverly,Olivette,St Louis,151,67,460000,3,4 (2 2),2480,0.19,65,NHOM01,4,2,2,-,10 BEVERLY,,ST LOUIS,MO,,-,
16012966,S,5/27/2016 0:00,RESI,1330 Barkman Dr,Unincorporated,Unincorporated,166,25,160000,3,3 (3 0),1092,0.29,55,MCAR03,3,3,0,-,1330 BARKMAN DR,,UNINCORPORATD,MO,,-,
16013565,S,4/29/2016 0:00,RESI,12010 Debonnaire Dr,Unincorporated,Unincorporated,166,4,220000,3,2 (2 0),1758,0.29,52,BHAL02,2,2,0,-,12010 DEBONNAIRE DR,,UNINCORPORATD,MO,,-,
16020494,S,5/18/2016 0:00,RESI,11805 Craig View,Unincorporated,Unincorporated,166,4,224000,4,3 (3 0),1256,0.23,54,SHBN01,3,3,0,-,11805 CRAIG VW,,UNINCORPORATD,MO,,-,
16013104,S,5/16/2016 0:00,RESI,1200 Moncoeur Dr,Unincorporated,Unincorporated,166,4,232500,3,2 (2 0),1550,0.24,55,MCFE01,2,2,0,-,1200 MONCOEUR DR,,UNINCORPORATD,MO,,-,
16021658,S,6/6/2016 0:00,RESI,11761 Chandellay Dr,Creve Coeur,Unincorporated,166,2,256000,4,2 (2 0),1682,0.21,53,CBG 24,2,2,0,-,11761 CHANDELLAY DR,,UNINCORPORATD,MO,,-,
16028549,S,6/29/2016 0:00,RESI,12954 Weatherfield Dr,Unincorporated,Unincorporated,166,39,260000,3,2 (2 0),1682,0.28,49,MCAR03,2,2,0,-,12954 WEATHERFIELD DR,,UNINCORPORATD,MO,,-,
16015823,S,5/9/2016 0:00,RESI,28 Glen Cove Dr,Chesterfield,St Louis,167,5,290000,4,3 (3 0),1630,0.32,54,BHAL02,3,3,0,-,28 GLEN COVE DR,,ST LOUIS,MO,63017,-,2752
16022906,S,6/21/2016 0:00,RESI,13001 Mason Estates Ct,Town And Country,Town and Country,167,0,365000,4,3 (2 1),2746,0.35,36,BHSP09,3,2,1,-,13001 MASON ESTATES CT,,TWN AND CNTRY,MO,,-,
16019036,S,6/6/2016 0:00,RESI,14009 Eagle Manor Ct,Chesterfield,St Louis,167,6,510000,4,4 (3 1),3061,0.23,21,MCFE01,4,3,1,-,14009 EAGLE MANOR CT,,ST LOUIS,MO,63017,-,2686
16021921,S,6/28/2016 0:00,RESI,171 Bon Chateau Dr,Town And Country,Town and Country,167,3,628000,4,4 (3 1),2729,1,45,CBG 11,4,3,1,-,171 BON CHATEAU DR,,TWN AND CNTRY,MO,,-,
15038360,S,6/1/2016 0:00,RESI,111 Bryn Wyck Place,Town And Country,Town and Country,167,275,835000,5,4 (2 2),3400,1.13,52,BHSP16,4,2,2,-,111 BRYN WYCK PL,,TWN AND CNTRY,MO,,-,
16025670,S,4/18/2016 0:00,RESI,2739 Bopp Rd,Town And Country,Town and Country,167,0,1040000,5,6 (4 2),4148,1,18,MCFE01,6,4,2,-,2739 BOPP RD,,TWN AND CNTRY,MO,,-,
15057743,S,6/3/2016 0:00,RESI,12364 South Outer 40,Town And Country,Town and Country,168,158,270000,3,3 (2 1),1718,1.39,68,DIEL01,3,2,1,-,12364 S OUTER 40,,TWN AND CNTRY,MO,,-,
16017245,S,5/16/2016 0:00,RESI,671 Henry Ave,Ballwin,St Louis,168,3,279000,4,3 (3 0),2040,0.32,50,REFS02,3,3,0,-,671 HENRY AVE,,ST LOUIS,MO,63011,-,3561
16014043,S,4/28/2016 0:00,RESI,1936 Gatemont,Chesterfield,St Louis,168,9,470000,4,3 (2 1),2573,0,41,REGO01,3,2,1,-,1936 GATEMONT,,ST LOUIS,MO,,-,
16011711,S,5/26/2016 0:00,RESI,13439 Mason Valley Ct,Town And Country,Town and Country,168,49,493000,5,5 (3 2),3166,0.51,42,BHSP04,5,3,2,-,13439 MASON VALLEY CT,,TWN AND CNTRY,MO,63131,-,1221
16005663,S,5/31/2016 0:00,RESI,13682 Peacockfarm Rd.,Town And Country,Town and Country,168,37,545000,4,4 (3 1),2784,0.7,48,MCAR03,4,3,1,-,13682 PEACOCKFARM RD,,TWN AND CNTRY,MO,63131,-,1232
16019761,S,6/15/2016 0:00,RESI,20 Country Aire,Town And Country,Town and Country,168,1,660000,3,4 (4 0),3587,1.44,63,REGO05,4,4,0,-,20 COUNTRY AIRE,,TWN AND CNTRY,MO,,-,
16028794,S,6/23/2016 0:00,RESI,1864 Nettlecreek Dr,Town And Country,Town and Country,168,94,685000,5,4 (3 1),3378,1.05,50,SHIL,4,3,1,-,1864 NETTLECREEK DR,,TWN AND CNTRY,MO,63131,-,1506
16026999,S,6/10/2016 0:00,RESI,13459 Kings Glen Dr,Town And Country,Town and Country,168,4,735000,4,3 (3 0),3082,0.91,44,CBG 11,3,3,0,-,13459 KINGS GLEN DR,,TWN AND CNTRY,MO,,-,
15055561,S,4/15/2016 0:00,RESI,12842 Topping Manor Dr,Town And Country,Town and Country,168,116,735000,5,6 (4 2),3471,1.11,33,BHAL02,6,4,2,-,12842 TOPPING MANOR DR,,TWN AND CNTRY,MO,63131,-,1815
16013520,S,5/23/2016 0:00,RESI,1209 Takara Ct,Town And Country,Town and Country,168,26,770000,5,5 (3 2),4086,1.01,31,CBG 03,5,3,2,-,1209 TAKARA CT,,TWN AND CNTRY,MO,,-,
15050295,S,4/21/2016 0:00,RESI,13513 Kings Glen Dr,Town And Country,Town and Country,168,166,775000,4,6 (3 3),3794,1,35,CBG 03,6,3,3,-,13513 KINGS GLEN DR,,TWN AND CNTRY,MO,63131,-,1026
16016558,S,5/25/2016 0:00,RESI,12825 Brighton Woods Dr,Town And Country,Town and Country,168,2,800000,4,4 (2 2),3034,1,31,CBG 11,4,2,2,-,12825 BRIGHTON WOODS DR,,TWN AND CNTRY,MO,,-,
15028736,S,4/5/2016 0:00,RESI,1823 Topping Rd,Town And Country,Town and Country,168,244,875000,5,7 (5 2),5395,1.5,77,CBPR01,7,5,2,-,1823 TOPPING RD,,TWN AND CNTRY,MO,63131,-,1819
16020149,S,6/17/2016 0:00,RESI,2256 North Ballas Rd,Town And Country,Town and Country,168,8,1000000,4,5 (4 1),4312,1,19,MCFE01,5,4,1,-,2256 N BALLAS RD,,TWN AND CNTRY,MO,,-,
16031220,S,6/30/2016 0:00,RESI,12023 Embassy Row,Town And Country,Town and Country,168,5,1100000,4,5 (4 1),3703,1.52,26,MCAR03,5,4,1,-,12023 EMBASSY ROW,,TWN AND CNTRY,MO,63131,-,3141
16016497,S,6/30/2016 0:00,RESI,12859 Topping Meadows,Town And Country,Town and Country,168,0,1165000,4,4 (2 2),4343,1.02,40,CBG 11,4,2,2,-,12859 TOPPING MDWS,,TWN AND CNTRY,MO,,-,
16019224,S,6/1/2016 0:00,RESI,13005 Wheatfield Farm Rd,Town And Country,Town and Country,168,0,1189000,5,6 (4 2),5266,1.03,32,CBG 11,6,4,2,-,13005 WHEATFIELD FARM RD,,TWN AND CNTRY,MO,,-,
16030383,S,6/15/2016 0:00,RESI,12817 Dubon Lane,Town And Country,Town and Country,168,57,1250000,4,6 (4 2),4589,1.45,30,CBG 11,6,4,2,-,12817 DUBON LN,,TWN AND CNTRY,MO,63131,-,1414
16009054,S,5/20/2016 0:00,RESI,2715 Turnberry Park Lane,Town And Country,Town and Country,168,0,1520000,5,7 (5 2),5797,1,30,MANN01,7,5,2,-,2715 TURNBERRY PARK LN,,TWN AND CNTRY,MO,63131,-,3040
15019404,S,4/4/2016 0:00,RESI,13659 TBB Mason Heights Rd,Town And Country,Town and Country,168,298,2698000,5,7 (5 2),7400,2.5,0,WCLK01,7,5,2,-,13659 TBB MASON HEIGHTS RD,,TWN AND CNTRY,MO,,-,
16020253,S,6/30/2016 0:00,RESI,806 Wayfarer Dr,Manchester,St Louis,169,51,277900,4,4 (2 2),2427,0.37,48,KWSW01,4,2,2,-,806 WAYFARER DR,,ST LOUIS,MO,63021,-,7524
16022815,S,6/6/2016 0:00,RESI,515 Ballas,Kirkwood,Kirkwood,196,1,156000,3,2 (2 0),1148,0.23,72,STJO01,2,2,0,-,515 BALLAS,,KIRKWOOD,MO,,-,
16033052,S,6/30/2016 0:00,RESI,7630 General Sheridan Lane,Unincorporated,Unincorporated,271,2,123000,2,1 (1 0),1086,0.17,64,JONM01,1,1,0,-,7630 GENERAL SHERIDAN LN,,UNINCORPORATD,MO,63123,-,1223
